1 1 1 11
1 1 2 11
4 1 2 21
8 1 2 21
12 1 2 21
16 1 2 21
20 1 2 21
24 1 2 21
28 1 2 21
1 1 3 41
5 1 3 41
9 1 3 41
13 1 3 41
17 1 3 41
21 1 3 41
25 1 3 41
29 1 3 41
